Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,12EMA,26EMA,CloseSlope,ShortEMASlope,MACDHist,LongEMASlope,MACDHistSlope,SignalMACD,SignalMACDSlope
2021-01-04,1313.5999755859375,1322.800048828125,1280.0,1297.25,47320,0,0,0.0,0.0,,,,,,,
2021-01-05,1290.300048828125,1312.8499755859375,1280.9000244140625,1296.0,41031,0,0,0.0,0.0,,,,,,,
2021-01-06,1299.949951171875,1354.699951171875,1292.0,1302.949951171875,265264,0,0,0.0,0.0,6.949951171875,,,,,,
2021-01-07,1318.0,1330.0,1290.0,1292.5999755859375,145877,0,0,0.0,0.0,-10.3499755859375,,,,,,
2021-01-08,1296.0,1314.9000244140625,1278.0999755859375,1288.300048828125,129113,0,0,0.0,0.0,-4.2999267578125,,,,,,
2021-01-11,1296.949951171875,1309.9000244140625,1280.5,1288.6500244140625,53093,0,0,0.0,0.0,0.3499755859375,,,,,,
2021-01-12,1285.949951171875,1334.800048828125,1280.550048828125,1316.699951171875,204202,0,0,0.0,0.0,28.0499267578125,,,,,,
2021-01-13,1320.0,1327.6500244140625,1287.0,1298.5,108386,0,0,0.0,0.0,-18.199951171875,,,,,,
2021-01-14,1304.550048828125,1323.050048828125,1299.0,1305.75,60618,0,0,0.0,0.0,7.25,,,,,,
2021-01-15,1312.0,1313.0,1283.0,1286.3499755859375,44905,0,0,0.0,0.0,-19.4000244140625,,,,,,
2021-01-18,1282.050048828125,1298.699951171875,1247.0,1250.3499755859375,71611,0,0,0.0,0.0,-36.0,,,,,,
2021-01-19,1264.9000244140625,1279.0,1257.0,1264.75,38281,0,0,1290.6791585286458,0.0,14.4000244140625,,,,,,
2021-01-20,1258.0,1286.0,1258.0,1267.550048828125,33329,0,0,1287.120833959335,0.0,2.800048828125,-3.5583245693107983,,,,,
2021-01-21,1277.800048828125,1280.5,1252.0,1254.3499755859375,47553,0,0,1282.0791634403508,0.0,-13.2000732421875,-5.0416705189841196,,,,,
2021-01-22,1247.0,1273.0,1240.0,1242.800048828125,56777,0,0,1276.0362227307776,0.0,-11.5499267578125,-6.042940709573259,,,,,
2021-01-25,1248.949951171875,1257.5,1225.3499755859375,1232.550048828125,44616,0,0,1269.3460421303696,0.0,-10.25,-6.6901806004079845,,,,,
2021-01-27,1227.5999755859375,1236.0,1215.0,1217.199951171875,24042,0,0,1261.3235665982936,0.0,-15.35009765625,-8.022475532075987,,,,,
2021-01-28,1204.0,1217.0,1194.199951171875,1206.300048828125,26618,0,0,1252.8584100182675,0.0,-10.89990234375,-8.465156580026132,,,,,
2021-01-29,1218.0,1228.0,1192.9000244140625,1205.449951171875,25754,0,0,1245.5648009649763,0.0,-0.85009765625,-7.29360905329122,,,,,
2021-02-01,1205.5,1253.949951171875,1205.5,1239.699951171875,54147,0,0,1244.6625163814222,0.0,34.25,-0.902284583554092,,,,,
2021-02-02,1250.0,1271.0,1245.0,1262.4000244140625,43269,0,0,1247.391363771059,0.0,22.7000732421875,2.7288473896369396,,,,,
2021-02-03,1267.949951171875,1274.0,1244.449951171875,1253.699951171875,42778,0,0,1248.3619156788768,0.0,-8.7000732421875,0.9705519078177076,,,,,
2021-02-04,1257.0,1284.0,1255.0,1273.1500244140625,54078,0,0,1252.1754708689054,0.0,19.4500732421875,3.8135551900286373,,,,,
2021-02-05,1279.550048828125,1285.0,1247.0,1251.3499755859375,39324,0,0,1252.0484715946027,0.0,-21.800048828125,-0.12699927430276148,,,,,
2021-02-08,1260.0,1269.9000244140625,1222.199951171875,1231.300048828125,64472,0,0,1248.8564065536061,0.0,-20.0499267578125,-3.1920650409965674,,,,,
2021-02-09,1235.949951171875,1248.800048828125,1233.25,1239.9000244140625,34605,0,0,1247.478501609061,1264.0711529071514,8.5999755859375,-1.3779049445452074,16.59265129809046,,,,
2021-02-10,1247.9000244140625,1261.949951171875,1235.0,1246.699951171875,41654,0,0,1247.3587246187246,1262.7843972230569,6.7999267578125,-0.11977699033627687,-15.425672604332249,-1.2867556840944872,-32.01832390242271,0.0,
2021-02-11,1249.699951171875,1268.0,1241.050048828125,1246.699951171875,39993,0,0,1247.2573748576708,1261.5929567748212,0.0,-0.1013497610538252,-14.33558191715042,-1.191440448235653,-29.76125452148267,0.0,
2021-02-12,1252.949951171875,1264.25,1235.949951171875,1241.300048828125,30154,0,0,1246.3408631608177,1260.0897784083993,-5.39990234375,-0.9165116968531493,-13.748915247581635,-1.5031783664219347,-28.084497164732056,0.0,
2021-02-15,1235.0,1235.050048828125,1201.0,1207.449951171875,51457,0,0,1240.3576459317496,1256.1905319464345,-33.85009765625,-5.983217229068032,-15.832886014684846,-3.8992464619648217,-29.58180126226648,0.0,
2021-02-16,1205.0,1218.9000244140625,1189.4000244140625,1200.6500244140625,43151,0,0,1234.2487810828748,1252.0764202773698,-6.7999267578125,-6.108864848874873,-17.827639194495077,-4.114111669064641,-33.66052520917992,0.0,
2021-02-17,1199.75,1208.949951171875,1190.0,1191.8499755859375,33292,0,0,1227.7258879294998,1247.6152021520786,-8.800048828125,-6.52289315337498,-19.889314222578832,-4.461218125291225,-37.71695341707391,0.0,
2021-02-18,1197.0,1212.0,1180.0,1183.5999755859375,83275,0,0,1220.9372860304902,1242.8733335175496,-8.25,-6.788601899009564,-21.93604748705934,-4.741868634529055,-41.82536170963817,0.0,
2021-02-19,1191.5,1219.0,1184.75,1192.25,71136,0,0,1216.5238574104148,1239.123456960694,8.6500244140625,-4.413428620075365,-22.59959955027921,-3.7498765568554973,-44.53564703733855,0.0,
2021-02-22,1196.949951171875,1203.300048828125,1156.949951171875,1161.300048828125,37007,0,0,1208.0278868592932,1233.3587600619853,-30.949951171875,-8.495970551121673,-25.330873202692146,-5.764696898708735,-47.930472752971355,17.57647861513912,
2021-02-23,1165.0,1178.699951171875,1150.0,1152.550048828125,42427,0,0,1199.4928348544981,1227.372929600218,-8.75,-8.535052004795034,-27.880094745719816,-5.985830461767364,-53.21096794841196,19.637201841255262,2.060723226116142
2021-02-24,1165.0,1234.4000244140625,1165.0,1179.8499755859375,89701,0,0,1196.4708565054889,1223.8527107843454,27.2999267578125,-3.0219783490092595,-27.38185427885651,-3.5202188158725676,-55.261949024576325,21.186132328775514,1.548930487520252
2021-02-25,1189.0,1199.949951171875,1166.0,1178.199951171875,44160,0,0,1193.6599479926251,1220.4710248871254,-1.6500244140625,-2.8109085128637616,-26.811076894500275,-3.3816858972199952,-54.19293117335678,22.311121241920468,1.1249889131449535
2021-02-26,1160.0,1179.0,1150.050048828125,1159.5,44466,0,0,1188.404571378375,1215.9546526732643,-18.699951171875,-5.2553766142500535,-27.550081294889196,-4.516372213861132,-54.36115818938947,23.358913252514213,1.0477920105937457
2021-03-01,1164.9000244140625,1186.0,1156.0,1161.449951171875,51082,0,0,1184.257706731221,1211.917267376865,1.949951171875,-4.146864647153961,-27.659560645643978,-4.037385296399179,-55.209641940533174,24.219042731140167,0.8601294786259537
2021-03-02,1167.4000244140625,1235.0,1151.550048828125,1194.5,144567,0,0,1185.8334441571872,1210.6270994230233,33.050048828125,1.5757374259660537,-24.79365526583615,-1.2901679538417739,-52.45321591148013,24.333965238079365,0.11492250693919814
2021-03-03,1200.0,1247.0,1200.0,1215.75,214619,0,0,1190.4359912099276,1211.0065735398366,21.25,4.6025470527404195,-20.57058232990903,0.3794741168132987,-45.36423759574518,23.5812886564453,-0.7526765816340664
2021-03-04,1195.25,1262.0,1195.25,1242.8499755859375,161974,0,0,1198.499681113929,1213.36534406177,27.0999755859375,8.063689904001421,-14.865662947840974,2.3587705219333657,-35.436245277750004,21.838163514724435,-1.7431251417208635
2021-03-05,1238.9000244140625,1245.5,1195.0,1202.0,60893,0,0,1199.038191711786,1212.523466723861,-40.8499755859375,0.5385105978571119,-13.485275012074908,-0.8418773379089544,-28.350937959915882,20.16758581419453,-1.670577700529904
2021-03-08,1200.1500244140625,1218.0,1200.0,1201.199951171875,37254,0,0,1199.3707700902614,1211.6846877940843,-0.800048828125,0.33257837847531846,-12.31391770382288,-0.8387789297767085,-25.79919271589779,18.596852192120203,-1.5707336220743287
2021-03-09,1208.050048828125,1239.949951171875,1181.6500244140625,1191.300048828125,76125,0,0,1198.1291206653173,1210.1747145373465,-9.89990234375,-1.2416494249441712,-12.045593872029258,-1.5099732567377941,-24.35951157585214,17.286600528102014,-1.310251664018189
2021-03-10,1199.050048828125,1231.949951171875,1186.9000244140625,1202.300048828125,59847,0,0,1198.7708019211339,1209.591405966293,11.0,0.641681255816593,-10.820604045159143,-0.5833085710535215,-22.8661979171884,15.99340123151344,-1.2931992965885737
2021-03-12,1198.0,1229.0,1185.0,1188.699951171875,62998,0,0,1197.2214402674017,1208.0438907963362,-13.60009765625,-1.5493616537321486,-10.822450528934496,-1.547515169956796,-21.64305457409364,14.959211090997652,-1.034190140515788
2021-03-15,1191.0,1196.0,1158.4000244140625,1162.800048828125,40163,0,0,1191.925841584436,1204.6924950949872,-25.89990234375,-5.295598682965647,-12.766653510551123,-3.35139570134902,-23.58910403948562,14.520699574908347,-0.4385115160893047
2021-03-16,1170.0,1198.550048828125,1170.0,1178.449951171875,48569,0,0,1189.8526276748112,1202.7486029525344,15.64990234375,-2.073213909624883,-12.89597527772321,-1.9438921424527962,-25.662628788274333,14.19575471547132,-0.3249448594370268
2021-03-17,1179.050048828125,1194.4000244140625,1165.050048828125,1173.300048828125,41143,0,0,1187.3060770830134,1200.5672285729486,-5.14990234375,-2.546550591797768,-13.261151489935173,-2.1813743795858045,-26.157126767658383,14.008834070364092,-0.18692064510722872
2021-03-18,1180.3499755859375,1220.0,1152.0,1160.050048828125,173798,0,0,1183.1128419668767,1197.565955999258,-13.25,-4.193235116136748,-14.453114032381336,-3.001272573690585,-27.71426552231651,14.097690062767542,0.08885599240345066
2021-03-19,1150.0,1185.449951171875,1127.050048828125,1168.5,96024,0,0,1180.864712433511,1195.4129222215354,8.449951171875,-2.248129533365727,-14.548209788024451,-2.1530337777226123,-29.001323820405787,14.187794007818924,0.09010394505138208
2021-03-22,1174.3499755859375,1185.0,1154.550048828125,1170.0999755859375,50376,0,0,1179.2085990723458,1193.537889137417,1.5999755859375,-1.6561133611651258,-14.32929006507129,-1.8750330841182858,-28.877499853095742,14.2160932192694,0.028299211450475426
2021-03-23,1172.0999755859375,1186.4000244140625,1152.0,1160.699951171875,57333,0,0,1176.3611147799656,1191.1054492881176,-9.4000244140625,-2.847484292380159,-14.744334508151951,-2.4324398492994987,-29.073624573223242,14.321741477045911,0.10564825777651166
2021-03-24,1159.0,1172.0,1145.0,1148.9000244140625,54810,0,0,1172.1363316467498,1187.9791215196692,-11.7999267578125,-4.224783133215851,-15.842789872919411,-3.126327768448391,-30.587124381071362,14.625951156220612,0.30420967917470065
2021-03-25,1154.6500244140625,1156.25,1109.6500244140625,1118.5999755859375,48415,0,0,1163.8999691758556,1182.8399255245781,-30.300048828125,-8.236362470894164,-18.93995634872249,-5.139195995091086,-34.7827462216419,15.48875219472099,0.8628010385003773
2021-03-26,1130.0,1140.0,1101.0,1111.699951171875,62398,0,0,1155.8691971752432,1177.5702977947483,-6.9000244140625,-8.030772000612387,-21.70110061950504,-5.2696277298298355,-40.64105696822753,16.7312218796778,1.242469684956811
2021-03-30,1117.300048828125,1128.0,1114.0,1121.699951171875,35385,0,0,1150.6123900978018,1173.4317536004612,10.0,-5.256807077441408,-22.81936350265937,-4.138544194287078,-44.52046412216441,17.948850204274116,1.2176283245963155
2021-03-31,1126.0,1140.0,1105.0,1110.4000244140625,61526,0,0,1144.4258723003036,1168.762736623691,-11.2999267578125,-6.186517797498254,-24.336864323387317,-4.669016976770308,-47.15622782604669,19.226453028096756,1.2776028238226402
2021-04-01,1116.199951171875,1148.4000244140625,1116.199951171875,1145.449951171875,39852,0,0,1144.58342289593,1167.0358636272601,35.0499267578125,0.15755059562638962,-22.45244073133017,-1.7268729964307568,-46.78930505471749,19.87165056874344,0.6451975406466843
2021-04-05,1155.0,1192.5,1136.1500244140625,1181.949951171875,124937,0,0,1150.3321195537676,1168.1406108527872,36.5,5.748696657837627,-17.80849129901958,1.104747225527035,-40.26093203034975,19.45901871479867,-0.4126318539447702
2021-04-06,1195.0,1202.0,1170.449951171875,1176.699951171875,46177,0,0,1154.3887090334765,1168.7746360616084,-5.25,4.056589479708919,-14.385927028131846,0.6340252088211855,-32.194418327151425,18.444400377465307,-1.0146183373333635
2021-04-07,1188.0,1213.550048828125,1180.25,1201.0,57007,0,0,1161.5596768744801,1171.161700057045,24.300048828125,7.17096784100363,-9.602023182564835,2.3870639954366197,-23.98795021069668,16.675924938485213,-1.7684754389800936
2021-04-08,1216.9000244140625,1284.0,1201.0,1249.050048828125,332835,0,0,1175.0197340981179,1176.9312073734213,48.050048828125,13.460057223637705,-1.9114732753034787,5.769507316376348,-11.513496457868314,13.723034605848866,-2.952890332636347
2021-04-09,1265.0,1298.0,1252.0,1259.699951171875,186108,0,0,1188.047459801773,1183.062225432566,10.64990234375,13.027725703655051,4.985234369206864,6.131018059144708,3.0737610939033857,9.98138081083772,-3.741653795011146
2021-04-12,1249.9000244140625,1249.9000244140625,1175.5999755859375,1185.449951171875,95494,0,0,1187.6478430894808,1183.2390940058483,-74.25,-0.3996167122920724,4.408749083632529,0.17686857328226324,9.393983452839393,7.103354831943671,-2.8780259788940494
2021-04-13,1191.0,1248.0,1191.0,1214.1500244140625,35590,0,0,1191.725101754801,1185.528792554605,28.7000732421875,4.077258665320187,6.196309200196083,2.2896985487566326,10.605058283828612,4.44342202551572,-2.6599328064279506
2021-04-15,1227.0,1227.0,1186.0999755859375,1191.75,23056,0,0,1191.7289322540623,1185.9896227357453,-22.4000244140625,0.0038304992613120703,5.739309518316986,0.46083018114040897,11.93561871851307,2.406875716749179,-2.036546308766541
2021-04-16,1198.0,1215.0,1179.199951171875,1194.949951171875,28343,0,0,1192.2244736260336,1186.6533507680513,3.199951171875,0.4955413719712851,5.5711228579823455,0.6637280323059258,11.310432376299332,0.8112760018028742,-1.5955997149463048
2021-04-19,1177.699951171875,1188.699951171875,1151.8499755859375,1160.3499755859375,65326,0,0,1187.3207046967882,1184.7049526064134,-34.5999755859375,-4.903768929245416,2.6157520903748264,-1.948398161637897,8.186874948357172,0.12587038336733403,-0.6854056184355402
2021-04-20,1166.5,1182.6500244140625,1159.0,1162.0999755859375,20446,0,0,1183.4405925258882,1183.0305098641559,1.75,-3.88011217090002,0.4100826617323037,-1.6744427422574972,3.02583475210713,0.01867977434740649,-0.10719060901992754
2021-04-22,1165.199951171875,1175.9000244140625,1155.300048828125,1164.0,18836,0,0,1180.44973213729,1181.620842466811,1.9000244140625,-2.9908603885980938,-1.1711103295208432,-1.409667397344947,-0.7610276677885395,0.24916588538209383,0.23048611103468736
2021-04-23,1164.0,1169.800048828125,1144.0,1149.0,28455,0,0,1175.6113118084763,1179.2044837655656,-15.0,-4.838420328813754,-3.5931719570892255,-2.4163587012453718,-4.764282286610069,0.9179670997235202,0.6688012143414264
2021-04-26,1152.550048828125,1158.0,1125.050048828125,1128.8499755859375,32552,0,0,1168.4172600819318,1175.4745201967041,-20.1500244140625,-7.194051726544558,-7.057260114772362,-3.7299635688614217,-10.650432071861587,2.1458257027332888,1.2278586030097687
2021-04-27,1144.0,1151.1500244140625,1124.8499755859375,1142.6500244140625,40009,0,0,1164.4530699791826,1173.0430760646566,13.800048828125,-3.9641901027491713,-8.590006085473988,-2.4314441320475453,-15.64726620024635,3.434661779281429,1.2888360765481401
2021-04-28,1143.0,1152.0,1125.0,1130.9000244140625,42414,0,0,1159.2910629691642,1169.9213685349828,-11.75,-5.162007010018442,-10.630305565818617,-3.121707529673813,-19.220311651292604,4.873790536588867,1.4391287573074383
2021-04-29,1140.0,1196.0,1131.0,1179.3499755859375,212827,0,0,1162.3770495255908,1170.6197838720905,48.449951171875,3.085986556426633,-8.242734346499674,0.69841533710769,-18.87303991231829,5.547579298571028,0.673788761982161
2021-04-30,1170.0,1187.949951171875,1150.0,1161.0,44533,0,0,1162.165195752423,1169.9072072889726,-18.3499755859375,-0.2118537731678316,-7.742011536549626,-0.7125765831178796,-15.9847458830493,5.986465746166748,0.4388864475957197
2021-05-03,1162.949951171875,1188.0,1144.949951171875,1175.199951171875,41285,0,0,1164.170542740031,1170.29926239141,14.199951171875,2.005346987607936,-6.128719651379015,0.39205510243732533,-13.87073118792864,6.014916527209202,0.028450781042454132
