Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,12EMA,26EMA,CloseSlope,ShortEMASlope,MACDHist,LongEMASlope,MACDHistSlope,SignalMACD,SignalMACDSlope
2021-01-04,2740.280024691723,2856.180951587213,2709.499411741989,2827.591796875,523222,0.0,0,0.0,0.0,,,,,,,
2021-01-05,2829.0363324913133,2894.781543035125,2800.247996668806,2871.422119140625,632717,0.0,0,0.0,0.0,,,,,,,
2021-01-06,2873.8624104140176,2898.317683377961,2750.341114437817,2790.734619140625,436993,0.0,0,0.0,0.0,-80.6875,,,,,,
2021-01-07,2819.0748346051514,2838.9976249557176,2719.460882852319,2730.21923828125,353906,0.0,0,0.0,0.0,-60.515380859375,,,,,,
2021-01-08,2765.78149448507,2814.0942632524125,2734.403098275353,2793.37451171875,498550,0.0,0,0.0,0.0,63.1552734375,,,,,,
2021-01-11,2809.3125468081753,2837.005273326477,2755.77004911109,2806.1748046875,495273,0.0,0,0.0,0.0,12.80029296875,,,,,,
2021-01-12,2801.5426536549644,2820.569015527743,2741.126889803449,2761.6474609375,222656,0.0,0,0.0,0.0,-44.52734375,,,,,,
2021-01-13,2768.27181502757,2786.7003967397004,2656.255971044005,2719.66015625,344363,0.0,0,0.0,0.0,-41.9873046875,,,,,,
2021-01-14,2731.813031664144,2742.471919513089,2661.336157804479,2723.445556640625,370482,0.0,0,0.0,0.0,3.785400390625,,,,,,
2021-01-15,2742.82038458734,2752.1343866226885,2599.924215337988,2627.616943359375,375905,0.0,0,0.0,0.0,-95.82861328125,,,,,,
2021-01-18,2637.777467022997,2644.750443710747,2482.1306659571574,2500.160888671875,409992,0.0,0,0.0,0.0,-127.4560546875,,,,,,
2021-01-19,2528.1024220735253,2543.1442262924616,2465.445342762962,2507.283203125,425600,0.0,0,2721.6109415690103,0.0,7.122314453125,,,,,,
2021-01-20,2520.233030075845,2637.1301020900373,2516.248471925527,2610.034912109375,574158,0.0,0,2704.44539857522,0.0,102.751708984375,-17.16554299379004,,,,,
2021-01-21,2627.816171797635,2748.548238405117,2525.4129759022094,2544.787841796875,379262,0.0,0,2679.8826975323977,0.0,-65.2470703125,-24.562701042822482,,,,,
2021-01-22,2562.319880941506,2577.8098991208885,2473.3147175286676,2481.383544921875,324671,0.0,0,2649.344366361548,0.0,-63.404296875,-30.538331170849688,,,,,
2021-01-25,2486.364216914064,2501.605200056407,2362.6935940290978,2388.393798828125,340348,0.0,0,2609.19812520256,0.0,-92.98974609375,-40.14624115898823,,,,,
2021-01-27,2398.6042181671273,2475.4066713253223,2362.195513797278,2438.599365234375,480020,0.0,0,2582.9521621305316,0.0,50.20556640625,-26.24596307202819,,,,,
2021-01-28,2400.1981481388075,2418.5768734494472,2357.862218985083,2410.75732421875,293093,0.0,0,2556.4606486056423,0.0,-27.842041015625,-26.491513524889342,,,,,
2021-01-29,2410.757402270044,2467.238465647681,2343.9163417393224,2383.562744140625,656175,0.0,0,2529.8609709956395,0.0,-27.194580078125,-26.5996776100028,,,,,
2021-02-01,2371.808293407911,2432.871697102517,2316.0743336409137,2414.443115234375,240826,0.0,0,2512.1043778015987,0.0,30.88037109375,-17.75659319404076,,,,,
2021-02-02,2440.4420927438737,2488.356500541965,2374.846451808989,2443.580078125,451684,0.0,0,2501.5621778513528,0.0,29.136962890625,-10.542199950245958,,,,,
2021-02-03,2460.4646039876025,2542.148044281928,2419.2245253133756,2513.509033203125,457239,0.0,0,2503.4001555977793,0.0,69.928955078125,1.8379777464265317,,,,,
2021-02-04,2529.1982561137906,2551.8105747107875,2498.865856191516,2538.46240234375,287341,0.0,0,2508.7943474048516,0.0,24.953369140625,5.394191807072275,,,,,
2021-02-05,2555.0979137145746,2562.618815862405,2425.8488087225796,2488.954345703125,575079,0.0,0,2505.74203945074,0.0,-49.508056640625,-3.0523079541117113,,,,,
2021-02-08,2510.271612723864,2630.256570335266,2470.8243901018095,2594.5947265625,487169,0.0,0,2519.41168362178,0.0,105.640380859375,13.66964417104009,,,,,
2021-02-09,2611.877954925668,2633.693314249339,2517.244695689231,2533.830322265625,355183,0.0,0,2521.629935720833,2594.0086482121396,-60.764404296875,2.2182520990531884,72.37871249130649,,,,
2021-02-10,2545.1364513449307,2609.8855195787546,2510.4208920972387,2595.5908203125,340844,0.0,0,2533.0085333503202,2594.1258461454995,61.760498046875,11.378597629487103,-61.11731279517926,0.1171979333598756,-133.49602528648575,0.0,
2021-02-11,2589.962886114495,2648.7351208378627,2564.4120033826593,2630.40625,225339,0.0,0,2547.992797450271,2596.813283468055,34.8154296875,14.984264099950906,-48.82048601778388,2.6874373225555246,-109.93779881296314,0.0,
2021-02-12,2647.7388830159994,2689.4770322372638,2589.962790008126,2601.71728515625,381351,0.0,0,2556.258103251191,2597.176542852366,-28.68896484375,8.265305800920032,-40.91843960117467,0.3632593843108225,-89.73892561895855,0.0,
2021-02-15,2618.850819838695,2639.7697499324995,2571.6339034776433,2585.081787109375,115606,0.0,0,2560.69251615245,2596.2806350195515,-16.635498046875,4.434412901258838,-35.58811886710146,-0.8959078328143733,-76.50655846827613,0.0,
2021-02-16,2590.95894837921,2642.758204555957,2571.0860131587187,2611.927734375,341414,0.0,0,2568.5748574174577,2597.4396794162512,26.845947265625,7.882341265007653,-28.86482199879356,1.1590443966997555,-64.45294086589502,0.0,
2021-02-17,2589.962713532203,2605.900945615478,2530.1943432199214,2576.813720703125,203604,0.0,0,2569.842374846022,2595.9118306226865,-35.114013671875,1.2675174285641333,-26.069455776664654,-1.5278487935647718,-54.93427777545821,0.0,
2021-02-18,2589.8631394067615,2655.8077727008413,2563.714476010859,2605.701904296875,339308,0.0,0,2575.3592255307685,2596.637021265219,28.88818359375,5.516850684746714,-21.277795734450592,0.7251906425326524,-47.347251511115246,0.0,
2021-02-19,2605.8013091569237,2634.6893556367772,2534.278685189444,2560.32763671875,209259,0.0,0,2573.0466734058427,2593.9474372247396,-45.374267578125,-2.312552124925787,-20.90076381889685,-2.689584040479531,-42.17855955334744,0.0,
2021-02-22,2561.07464290852,2576.564660703036,2441.239012961275,2461.460693359375,151596,0.0,0,2555.87959955254,2584.1336043458236,-98.866943359375,-17.167073853302554,-28.254004793283457,-9.813832878915946,-49.154768612180305,39.54843412237238,
2021-02-23,2473.6137089145363,2515.252391198559,2440.541924133255,2455.832763671875,179812,0.0,0,2540.4877786478223,2574.629838369976,-5.6279296875,-15.39182090471786,-34.14205972215359,-9.503765975847728,-62.39606451543705,38.46715924232862,-1.0812748800437575
2021-02-24,2469.4298228462158,2504.2448497646697,2291.1208521768035,2488.8046875,143008,0.0,0,2532.5365338558495,2568.2724197870148,32.971923828125,-7.95124479197284,-35.735885931165285,-6.357418582961145,-69.87794565331887,37.92090458009596,-0.5462546622326627
2021-02-25,2511.2678632781403,2551.113446194097,2497.321909257556,2507.18359375,132411,0.0,0,2528.6360815318726,2563.7473215620507,18.37890625,-3.9004523239768787,-35.111240030178124,-4.52509822496404,-70.84712596134341,37.358971670112396,-0.561932909983561
2021-02-26,2502.302530378438,2580.00141468159,2441.0399485240296,2532.236572265625,248948,0.0,0,2529.1900031832192,2561.4131919845377,25.052978515625,0.5539216513466272,-32.22318880131843,-2.3341295775130675,-67.33442883149655,36.33181509635361,-1.0271565737587878
2021-03-01,2545.634475353564,2559.082358514305,2466.4912412434946,2494.532470703125,122858,0.0,0,2523.858075109358,2556.4590644822106,-37.7041015625,-5.331928073861036,-32.60098937285238,-4.954127502327083,-64.82417817417081,35.585649951653366,-0.7461651447002424
2021-03-02,2523.470468726903,2608.8894335717987,2511.317615079558,2591.2578125,286315,0.0,0,2534.2272654771496,2559.0367495205655,96.725341796875,10.369190367791361,-24.809484043415978,2.577685038354957,-57.41047341626836,33.43041677000589,-2.155233181647475
2021-03-03,2607.8933571350394,2687.584521600587,2591.95512424193,2664.22509765625,326166,0.0,0,2554.226931966242,2566.8284790120974,72.96728515625,19.999666489092306,-12.601547045855568,7.791729491531896,-37.411031089271546,29.264642825175827,-4.165773944830065
2021-03-04,2609.88547053217,2684.4466088302465,2609.88547053217,2625.37548828125,165983,0.0,0,2565.1728637070123,2571.1652945135165,-38.849609375,10.945931740770448,-5.992430806504217,4.336815501419096,-18.593977852359785,24.610200421441505,-4.654442403734322
